wafer,surface_gain,seed,temperature_c,pressure_torr,flow_sccm,deposition_s,state,fault,cycle_s,truth_thickness_nm,measured_thickness_nm,temperature_mean,temperature_std,pressure_mean,pressure_std,flow_mean,flow_std,heater_mean,deposition_time,thermal_dose,flow_dose
101,1.0,51100,448.5,2.92,107.5,120.0,COMPLETE,NONE,422.25,98.78432735962916,98.82173010838093,448.64878071778725,0.27695209657807823,2.920001122036523,0.0031319633317986972,107.51316425246472,0.14283535530245237,0.44521419635416665,120.0,119.3185542948829,12901.579710295766
102,1.0,51101,448.5,2.92,107.5,120.0,COMPLETE,NONE,420.25,101.8742519887426,101.79850886628192,448.6598885198535,0.2976210993213359,2.9199400787115337,0.003190020239296603,107.50941349562335,0.15202152468029617,0.44518572268749995,120.0,119.32415530419766,12901.129619474801
103,1.0,51102,448.5,2.92,107.5,120.0,COMPLETE,NONE,423.25,98.99368121858984,98.84457775406716,448.64307794649005,0.27679334198563743,2.919981186829415,0.0032245433073227413,107.49467256010351,0.15627557770950393,0.44522384574999996,120.0,119.31568095456055,12899.360707212421
104,1.0,51103,448.5,2.92,107.5,120.0,COMPLETE,NONE,421.25,100.00262827082561,99.96222285467705,448.6549717977763,0.2861557365094102,2.919965038105255,0.003063494900772528,107.50876813365767,0.15091449236300508,0.4452137861041667,120.0,119.32167555627323,12901.05217603892
105,1.0,51104,448.5,2.92,107.5,120.0,COMPLETE,NONE,420.5,98.74800844701892,98.59228920071595,448.6606447049874,0.3005472550929298,2.919995095711053,0.0030168604434439514,107.50475586585117,0.14054493082126232,0.4451556132916667,120.0,119.32453695177418,12900.57070390214
106,1.0,51105,448.5,2.92,107.5,120.0,COMPLETE,NONE,422.25,98.39251040066507,97.90452311028413,448.64684173680706,0.27557009568939206,2.9199967449477926,0.003064269632399105,107.50427935377147,0.1419220397754821,0.4452297611875,120.0,119.31757706836649,12900.513522452577
107,1.0,51106,448.5,2.92,107.5,120.0,COMPLETE,NONE,421.5,101.48154741502663,101.72890220307512,448.6486910231575,0.2811123545496824,2.919992765765145,0.0029020708365276736,107.49314809046777,0.15097164263091553,0.44524928572916667,120.0,119.31850995107554,12899.177770856133
108,1.0,51107,448.5,2.92,107.5,120.0,COMPLETE,NONE,420.5,100.02868346272591,100.27393878861321,448.6648222840612,0.2922650173849369,2.919994866421132,0.0029569480344544025,107.48897606888904,0.1454499944904324,0.44515915274999995,120.0,119.32664005754836,12898.677128266685
109,1.0,51108,448.5,2.92,107.5,120.0,COMPLETE,NONE,422.5,99.12710604665887,99.28887883861606,448.6452006213212,0.2832193487457896,2.9200173488986034,0.003112872481019018,107.47752472301401,0.14449784884972688,0.4452413277708333,120.0,119.31675176363544,12897.302966761681
110,1.0,51109,448.5,2.92,107.5,120.0,COMPLETE,NONE,420.75,100.20108096452763,100.46229222858952,448.6625213729476,0.30201439572912525,2.9200458808844942,0.003098453207809343,107.4968101757474,0.15196071613049245,0.44514147370833335,120.0,119.32548284442682,12899.617221089688
111,1.0,51110,448.5,2.92,107.5,120.0,COMPLETE,NONE,421.75,100.00721644611136,99.66020845215739,448.65240321685656,0.285622323840892,2.9200224932051944,0.0030491168609258477,107.50813662196202,0.15030216452533546,0.4452237646041667,120.0,119.32038126462194,12900.976394635443
112,1.0,51111,448.5,2.92,107.5,120.0,COMPLETE,NONE,421.0,99.9642266342376,100.4058203578991,448.65910480746567,0.29398144934751635,2.9199905788160603,0.0033311762928761586,107.49394895077707,0.14557986645390125,0.44522058347916665,120.0,119.32375964079434,12899.273874093247
113,1.0,51112,448.5,2.92,107.5,120.0,COMPLETE,NONE,421.25,100.00424678136679,100.39252438148236,448.65815830274033,0.29129746559637826,2.920008296177944,0.0029811208950992233,107.48803805847996,0.1519257741579767,0.445178370875,120.0,119.3232821678638,12898.564567017595
114,1.0,51113,448.5,2.92,107.5,120.0,COMPLETE,NONE,421.0,99.83915677093918,99.93128072309787,448.6577941275375,0.2986761656108305,2.919998495732894,0.00295144731502674,107.50857270525132,0.14197906353545325,0.4451765240833333,120.0,119.32310026568902,12901.02872463016
115,1.0,51114,448.5,2.92,107.5,120.0,COMPLETE,NONE,420.0,99.3637678563977,99.1895699579336,448.6665635892567,0.30117988430603154,2.9199811463987637,0.003165904917280143,107.49851393758179,0.1546146597610256,0.44516081375000005,120.0,119.32751936359348,12899.821672509815
116,1.0,51115,448.5,2.92,107.5,120.0,COMPLETE,NONE,420.5,100.75489029833697,100.67022379438731,448.66199825563695,0.29711914249502064,2.9200284167364328,0.0031783569423410605,107.50433872679336,0.14825384305961067,0.44519771222916665,120.0,119.32521819727563,12900.520647215204
117,1.0,51116,448.5,2.92,107.5,120.0,COMPLETE,NONE,421.0,99.60004477261268,99.43217893009108,448.6519051260254,0.28374150405077964,2.9200061093641185,0.0030803520472742676,107.50452573077335,0.1472953324756355,0.44525144906249997,120.0,119.32012991028509,12900.543087692802
118,1.0,51117,448.5,2.92,107.5,120.0,COMPLETE,NONE,421.25,99.37714439775418,99.29173561522451,448.6572229233347,0.28718773063059755,2.9199921950559276,0.003130742979783836,107.50266902982943,0.15302805426673613,0.4451489812083333,120.0,119.32281000540414,12900.320283579533
119,1.0,51118,448.5,2.92,107.5,120.0,COMPLETE,NONE,421.0,100.072516048124,100.26645616174595,448.65600707875365,0.2877700057690116,2.9199587546261796,0.0030227284822120608,107.5017459189641,0.15037643288707428,0.44522579366666665,120.0,119.32219752054532,12900.209510275692
120,1.0,51119,448.5,2.92,107.5,120.0,COMPLETE,NONE,422.25,99.33769985400995,99.24674740724416,448.6452201794777,0.2749562359379379,2.919990094172158,0.002980646428712243,107.50399833301512,0.14544640415362,0.4452387816041667,120.0,119.31675993189901,12900.479799961815
121,1.0,51120,448.5,2.92,107.5,120.0,COMPLETE,NONE,419.25,99.5143743636466,99.18335415919525,448.6736218091531,0.3128914974374164,2.920010422079239,0.003101719207112711,107.49560494405041,0.15050516477467193,0.4451044333333333,120.0,119.33107835992257,12899.47259328605
122,1.0,51121,448.5,2.92,107.5,120.0,COMPLETE,NONE,421.0,101.07964410743774,101.13979422580604,448.6590176258357,0.2945496387479648,2.920029836294581,0.003082183895432678,107.50013760163526,0.14541623505985024,0.44522282539583335,120.0,119.32371583680577,12900.01651219623
123,1.0,51122,448.5,2.92,107.5,120.0,COMPLETE,NONE,421.75,99.99042648748795,100.21694107909875,448.6544837179259,0.28600197592461646,2.9200500560530616,0.0031160323215860277,107.50267322163467,0.15719379909570813,0.4451690450833333,120.0,119.32142960426452,12900.32078659616
124,1.0,51123,448.5,2.92,107.5,120.0,COMPLETE,NONE,421.5,99.4183514273474,99.94988527184066,448.6541876786963,0.28999464325154145,2.9199978601420726,0.003175246169070586,107.50535686325217,0.14376215333694894,0.44521736283333335,120.0,119.3212812855215,12900.64282359026
125,1.0,51124,448.5,2.92,107.5,120.0,COMPLETE,NONE,420.75,100.71075673425092,100.99397344837908,448.6565259561594,0.29169104928860634,2.9200135976243122,0.0030840551356131718,107.49653963084556,0.1493804467259185,0.4451614875416667,120.0,119.32245978864997,12899.584755701468
126,1.0,51125,448.5,2.92,107.5,120.0,COMPLETE,NONE,420.75,100.4972863267428,100.4841074604104,448.6607072015484,0.3022497699919889,2.9200118310293144,0.002901273927889413,107.49835208871397,0.15402547338006256,0.4452059211875,120.0,119.3245688162953,12899.802250645676
127,1.0,51126,448.5,2.92,107.5,120.0,COMPLETE,NONE,420.75,100.15080855621417,99.8987572542049,448.66123123585385,0.30353028435964996,2.9200044794232674,0.0029946262660043893,107.49327954370884,0.14653850321819353,0.4452066746875,120.0,119.32483313763717,12899.19354524506
128,1.0,51127,448.5,2.92,107.5,120.0,COMPLETE,NONE,423.0,101.1716101096334,101.08615437279579,448.6427106425799,0.2708260951130396,2.9199672117865676,0.0031018585573142823,107.50792954575178,0.14580807892517922,0.4452578475833333,120.0,119.31549469602655,12900.951545490214
129,1.0,51128,448.5,2.92,107.5,120.0,COMPLETE,NONE,422.25,100.35803747154567,100.54230468262823,448.64704453118895,0.2820503751778497,2.9200006708907194,0.003005999406756861,107.50240687271766,0.1434266289471362,0.4452663402708333,120.0,119.31768056385994,12900.288824726118
130,1.0,51129,448.5,2.92,107.5,120.0,COMPLETE,NONE,422.5,102.88298850024461,102.8266796596161,448.64844116119207,0.271491695209762,2.9200137341597836,0.002994550314632689,107.49498228285232,0.1517932112279252,0.4452049700416667,120.0,119.3183821150918,12899.397873942278
131,1.0,51130,448.5,2.92,107.5,120.0,COMPLETE,NONE,421.0,99.89393588654545,99.9221225609892,448.6567092714537,0.2956762744222178,2.9200071333952997,0.003001456464667211,107.5037068100859,0.15114069904013963,0.44518260827083334,120.0,119.32255300861013,12900.444817210308
132,1.0,51131,448.5,2.92,107.5,120.0,COMPLETE,NONE,421.75,101.3026509254726,101.4501658221812,448.6521637623594,0.28311885317327273,2.91999236669204,0.003145249967393347,107.48918445470864,0.14984533793438204,0.4452226765625001,120.0,119.32026009545275,12898.702134565036
133,1.0,51132,448.5,2.92,107.5,120.0,COMPLETE,NONE,422.25,100.80702283089028,100.85714447918855,448.6502133938105,0.2859154845999194,2.9199880865084094,0.0029802899760220246,107.4944960552848,0.14688036377578054,0.4452305862916667,120.0,119.31927798719144,12899.339526634176
134,1.0,51133,448.5,2.92,107.5,120.0,COMPLETE,NONE,421.5,99.6409274085138,99.70284660928986,448.6569254254067,0.29347102564180877,2.919991133263053,0.0029195238920688305,107.50496689290019,0.1493221363857075,0.44517879964583335,120.0,119.32266144303253,12900.596027148022
135,1.0,51134,448.5,2.92,107.5,120.0,COMPLETE,NONE,421.5,101.43664616619829,101.28675015581466,448.6576155825607,0.29267951808428505,2.9199507339990354,0.0029673169302813626,107.49623773560036,0.14850681154543902,0.44520015820833336,120.0,119.32300901108574,12899.548528272044
136,1.0,51135,448.5,2.92,107.5,120.0,COMPLETE,NONE,420.5,99.80852884693745,100.03475028341381,448.6615481376808,0.3023159042133336,2.9199978346846414,0.0029954678948979027,107.49912325318971,0.14745266561508438,0.44517752747916656,120.0,119.32499254046519,12899.894790382765
137,1.0,51136,448.5,2.92,107.5,120.0,COMPLETE,NONE,420.5,100.26006631848271,100.77748505298527,448.66037666321677,0.2962097210541961,2.9199951233617374,0.003138476448729404,107.50108541778285,0.15209762891682566,0.4452053032708333,120.0,119.32440095269001,12900.130250133941
138,1.0,51137,448.5,2.92,107.5,120.0,COMPLETE,NONE,421.5,101.26494197528876,101.18378926587489,448.6557636735123,0.2949003051382928,2.9200019367752645,0.0030862441507240345,107.49847404967072,0.14341373515249947,0.44518718120833334,120.0,119.32207639910996,12899.816885960487
139,1.0,51138,448.5,2.92,107.5,120.0,COMPLETE,NONE,421.25,99.88692287955341,100.05130075005319,448.6521049770137,0.2787210386799584,2.9199485190034125,0.003045196879277174,107.49828939739186,0.1523043351213051,0.4452296471041667,120.0,119.32022957270158,12899.794727687024
140,1.0,51139,448.5,2.92,107.5,120.0,COMPLETE,NONE,420.75,100.35642619568121,100.27148249723811,448.65679988034196,0.2914317448337137,2.919980138206741,0.003045327838067476,107.50798328911122,0.14978518461963258,0.44521802800000004,120.0,119.32259775052583,12900.957994693346
141,1.0,51140,448.5,2.92,107.5,120.0,COMPLETE,NONE,420.5,100.70453876455684,101.03666263695642,448.6661744602342,0.30201262134138446,2.9200203164978022,0.003035603320053403,107.49798302314379,0.15632697586479788,0.4451463852291667,120.0,119.3273234812331,12899.757962777254
142,1.0,51141,448.5,2.92,107.5,120.0,COMPLETE,NONE,422.25,100.23137750803166,100.1265014595617,448.6491628921589,0.28350467527273704,2.9199575133343845,0.003101093932783426,107.49949463066845,0.1592012218754056,0.44520862993750004,120.0,119.31874819360584,12899.939355680213
143,1.0,51142,448.5,2.92,107.5,120.0,COMPLETE,NONE,422.75,100.64568852623682,100.76937019221415,448.65005599466923,0.2792217279768075,2.9200101200189432,0.003015526820126404,107.51958362258698,0.14873578687042466,0.44522191466666666,120.0,119.31919729894565,12902.350034710438
144,1.0,51143,448.5,2.92,107.5,120.0,COMPLETE,NONE,419.5,101.32696187230256,101.06816220608319,448.6652978957992,0.3033820489833637,2.919999919941325,0.003079433115130289,107.50664775288446,0.15263194737148186,0.4451851464166667,120.0,119.32688211907085,12900.797730346136
145,1.0,51144,448.5,2.92,107.5,120.0,COMPLETE,NONE,422.0,101.25632460959515,101.23189086693779,448.65593713808215,0.2855130855462768,2.9199781564400564,0.0031103877074894625,107.50569390461888,0.1517827994433941,0.4451840217083333,120.0,119.32216180942154,12900.683268554265
146,1.0,51145,448.5,2.92,107.5,120.0,COMPLETE,NONE,419.75,99.25465251442408,99.46853115767783,448.67176405530955,0.3159014772519505,2.9200174410756876,0.002975737852571934,107.49520526732691,0.14567087157534636,0.4451421781458333,120.0,119.3301429970083,12899.42463207923
147,1.0,51146,448.5,2.92,107.5,120.0,COMPLETE,NONE,422.5,98.92632366865239,99.50479414804809,448.6438078782789,0.27414669034433836,2.919973496567108,0.002994038890855535,107.50835688306924,0.14552253034270937,0.44526934879166663,120.0,119.31604819156914,12901.00282596831
148,1.0,51147,448.5,2.92,107.5,120.0,COMPLETE,NONE,420.5,100.75963852354792,100.94603141169588,448.66578856322457,0.30128351087900307,2.9200024029653746,0.002962933740292234,107.50289192747762,0.14717364311245026,0.4451434237708334,120.0,119.32712888286355,12900.347031297315
149,1.0,51148,448.5,2.92,107.5,120.0,COMPLETE,NONE,421.5,100.45008012363661,100.61864667676255,448.65606184809405,0.28718700690458177,2.9200015455078803,0.003033588779113155,107.50114789750397,0.15093294380452993,0.44519086345833336,120.0,119.32222499490607,12900.137747700477
150,1.0,51149,448.5,2.92,107.5,120.0,COMPLETE,NONE,421.5,100.29691223073094,100.65951942025673,448.6561893737378,0.2896494655665502,2.919976351469009,0.0030228521672644774,107.49727296483121,0.1506802854873941,0.4451716682083333,120.0,119.32228976946169,12899.672755779746
151,1.0,51150,448.5,2.92,107.5,120.0,COMPLETE,NONE,421.5,99.32384403700605,98.92846314598907,448.65151733719694,0.28520154114309626,2.920010102980688,0.0030329030402915682,107.50834278125986,0.14221619972702643,0.4452276495208333,120.0,119.31993482744636,12901.001133751182
152,1.0,51151,448.5,2.92,107.5,120.0,COMPLETE,NONE,422.5,99.04532355414574,99.14711127430203,448.64648730520304,0.27848476376660436,2.920037080742126,0.0031333580204663766,107.49176411710299,0.1441124815395398,0.4452018805,120.0,119.31739907938248,12899.011694052359
153,1.0,51152,448.5,2.92,107.5,120.0,COMPLETE,NONE,420.25,100.84891958700716,101.30927857913113,448.66510316879896,0.30482246180770894,2.9199812407943284,0.002894779702372306,107.49660246006354,0.14873093726281844,0.44520099372916666,120.0,119.32678432532713,12899.592295207625
154,1.0,51153,448.5,2.92,107.5,120.0,COMPLETE,NONE,420.25,101.17722685697771,101.53075887961445,448.67001721401067,0.3089878582986627,2.9200370301338654,0.0027913174637065373,107.50128215526352,0.159876425404347,0.44512698243750004,120.0,119.32926124907797,12900.153858631624
155,1.0,51154,448.5,2.92,107.5,120.0,COMPLETE,NONE,422.25,100.8213446002204,100.91025056524498,448.65158094736154,0.2788429009701503,2.9200118025920356,0.003009050003876769,107.50016960206882,0.15566057083583307,0.4451971414166667,120.0,119.31996556577282,12900.020352248259
156,1.0,51155,448.5,2.92,107.5,120.0,COMPLETE,NONE,421.5,100.03133531624832,100.14609335520325,448.65272006636604,0.28884032175570395,2.9199543130283057,0.003195006919371633,107.50175576393289,0.15289938799642813,0.4452130127083333,120.0,119.3205415857752,12900.210691671948
157,1.0,51156,448.5,2.92,107.5,120.0,COMPLETE,NONE,421.25,99.19652312662255,98.99083401138529,448.6615838297343,0.2940992556704496,2.919969971813331,0.003105730878306796,107.49905786226276,0.1506081599570253,0.4451438248958334,120.0,119.32500873381576,12899.88694347153
158,1.0,51157,448.5,2.92,107.5,120.0,COMPLETE,NONE,421.0,99.31190901038771,99.02053393427168,448.6559743761564,0.2922624512496402,2.9199710618820394,0.003012674719087435,107.4931916503039,0.14533220881613973,0.44523487987499993,120.0,119.32218199640144,12899.182998036467
159,1.0,51158,448.5,2.92,107.5,120.0,COMPLETE,NONE,420.0,99.84237065426177,99.71387456298831,448.67370581029166,0.3152038524574333,2.9200114673251694,0.0032650165250580213,107.49757015216143,0.15170479577728235,0.44508892314583337,120.0,119.33112121633161,12899.708418259372
160,1.0,51159,448.5,2.92,107.5,120.0,COMPLETE,NONE,419.75,100.48636886842262,100.15584523248286,448.6719887443789,0.3073234406341213,2.9199758338377118,0.003183663407565672,107.48898846653785,0.14784017122832385,0.4451353627083333,120.0,119.33025425794987,12898.678615984541
161,1.0015,51160,448.5,2.92,107.5,120.0,COMPLETE,NONE,421.0,101.5113050550547,101.49856552386807,448.65463848822594,0.28837813834515835,2.919991719788797,0.003059093319996212,107.49792051743297,0.14622451790075683,0.44519077331250007,120.0,119.32150808446856,12899.750462091957
162,1.003,51161,448.5,2.92,107.5,120.0,COMPLETE,NONE,421.0,100.57930725789718,100.30474757550489,448.65902313046234,0.295228013329615,2.9199702877973404,0.0030056892892273545,107.50906877396957,0.14505859905025906,0.44520296833333334,120.0,119.3237187584023,12901.088252876349
163,1.0045,51162,448.5,2.92,107.5,120.0,COMPLETE,NONE,420.25,100.61476317734129,100.54098445918683,448.6622097474871,0.29949145799573923,2.9200142673704828,0.0030626523855273513,107.49746068814153,0.14885939656814992,0.44517268637499996,120.0,119.32532527591944,12899.695282576984
164,1.006,51163,448.5,2.92,107.5,120.0,COMPLETE,NONE,420.75,101.52456324145376,101.96772864641324,448.6608490974127,0.2941985487622304,2.9200372171469753,0.002977363946702703,107.51405210245211,0.1503131469948276,0.44518671368749996,120.0,119.32463855698961,12901.686252294254
165,1.0075,51164,448.5,2.92,107.5,120.0,COMPLETE,NONE,420.5,101.44242369996785,101.51256155522049,448.6606209675399,0.2997582281015562,2.9200061043075167,0.0030252393223649814,107.51204628829788,0.14221558036041987,0.4451845134791667,120.0,119.32452481847781,12901.445554595746
166,1.009,51165,448.5,2.92,107.5,120.0,COMPLETE,NONE,422.75,101.78208756534637,101.3510153508657,448.6427240654073,0.2693191892103434,2.9199797673188215,0.0030288288069116316,107.49586364546889,0.14599923340422316,0.4452797983333333,120.0,119.31550116107195,12899.503637456266
167,1.0105,51166,448.5,2.92,107.5,120.0,COMPLETE,NONE,421.75,101.46151306672695,101.4781738242872,448.6503345225107,0.28686306184025484,2.9200135943249697,0.0030249384565166557,107.49834227241871,0.14436740329726377,0.44522925512499995,120.0,119.31933921649254,12899.801072690245
168,1.012,51167,448.5,2.92,107.5,120.0,COMPLETE,NONE,420.0,101.67215066312258,101.26331176430098,448.663311372207,0.3016500315977447,2.9199389483112737,0.003091308226867751,107.50046649691609,0.15347184286228233,0.445155216125,120.0,119.32588081250961,12900.055979629931
169,1.0135,51168,448.5,2.92,107.5,120.0,COMPLETE,NONE,420.75,101.067258693057,101.10274332900369,448.65903536606345,0.2982974334103863,2.9199823687331854,0.003093233943039902,107.49368209638419,0.14250728518836198,0.4452310773333333,120.0,119.3237255886257,12899.241851566103
170,1.015,51169,448.5,2.92,107.5,120.0,COMPLETE,NONE,421.25,102.42668776265734,102.12073741898756,448.65708999220857,0.2863843984436931,2.920003004778936,0.0030502605452081845,107.494359251059,0.1491957318326534,0.44515439620833336,120.0,119.32274285894056,12899.32311012708
171,1.0165,51170,448.5,2.92,107.5,120.0,COMPLETE,NONE,420.5,102.92703261541871,102.92145279607628,448.6581298515067,0.296580594673358,2.9199958265599224,0.0031018591058231213,107.4907942952296,0.15895457235891738,0.44525016756249997,120.0,119.32326896987261,12898.895315427553
172,1.018,51171,448.5,2.92,107.5,120.0,COMPLETE,NONE,423.25,102.08813501637064,102.31089895186918,448.6434894513267,0.2782783258915432,2.9200077229104933,0.003200986644587485,107.49574501221132,0.15228868310864058,0.44523870347916666,120.0,119.3158885895635,12899.489401465358
173,1.0195,51172,448.5,2.92,107.5,120.0,COMPLETE,NONE,421.0,101.68191143176414,101.37998764888395,448.6586736340902,0.29323344177187827,2.9200043320875313,0.0030371197093372183,107.50225294730595,0.14262022126760604,0.44520064475000004,120.0,119.32354223252446,12900.270353676713
174,1.021,51173,448.5,2.92,107.5,120.0,COMPLETE,NONE,422.0,102.75042036293232,103.01429730185185,448.6493479038796,0.28361731025353154,2.919951946830218,0.0030199321575618025,107.49382838018761,0.14966079254882575,0.4452150732916667,120.0,119.31884143589136,12899.259405622513
175,1.0225,51174,448.5,2.92,107.5,120.0,COMPLETE,NONE,420.75,103.84781625314318,103.85481720927454,448.6641486002948,0.3024406206955124,2.919991366661726,0.0029375112606058653,107.5014812208559,0.1469133388118794,0.44517907300000004,120.0,119.32630283051641,12900.177746502708
176,1.024,51175,448.5,2.92,107.5,120.0,COMPLETE,NONE,421.75,102.53790459462223,102.4631629807489,448.6574790728524,0.29237088359796004,2.9200001407366805,0.002994514093802947,107.50870903164166,0.1408104134017694,0.44515288439583334,120.0,119.32294016528513,12901.045083796998
177,1.0255,51176,448.5,2.92,107.5,120.0,COMPLETE,NONE,422.0,102.73861690128452,102.50534872892723,448.6458427394728,0.2751864797537098,2.9200029524795545,0.003167043079131327,107.50591517602074,0.1475682231656181,0.4452836037916667,120.0,119.31707365155373,12900.709821122487
178,1.027,51177,448.5,2.92,107.5,120.0,COMPLETE,NONE,421.5,102.28743778983949,102.11377958240207,448.65553587729784,0.2861311211105754,2.920014476120938,0.0029871721842930667,107.49561283138904,0.14999661090762267,0.4452136569375,120.0,119.32195976302037,12899.473539766685
179,1.0285,51178,448.5,2.92,107.5,120.0,COMPLETE,NONE,421.25,102.46087160536723,102.64145041455262,448.65752387724507,0.2901311735674129,2.919995481420281,0.0031637333489509365,107.50178715523631,0.14619220352251514,0.4452026914375,120.0,119.32296226247453,12900.214458628358
180,1.03,51179,448.5,2.92,107.5,120.0,COMPLETE,NONE,422.25,103.2528490816225,103.22407950231681,448.64993801442205,0.28276934170798823,2.9199418656351,0.003173456909127456,107.49879835729703,0.14400208242858384,0.445204852125,120.0,119.31913858361341,12899.855802875643
181,1.0315,51180,448.5,2.92,107.5,120.0,COMPLETE,NONE,424.25,102.6958569848609,103.05572711494492,448.6313139120599,0.26182296259590226,2.9199943746323407,0.0030766413047711534,107.50133960421708,0.14109157495676913,0.44527013164583334,120.0,119.30975083940169,12900.16075250605
182,1.033,51181,448.5,2.92,107.5,120.0,COMPLETE,NONE,421.25,103.11576406123157,102.86895367812119,448.6583862595915,0.29739924360281533,2.9200273815634294,0.003033576325736736,107.49979842285875,0.14705827718584313,0.44518232650000006,120.0,119.32339833739447,12899.97581074305
183,1.0345,51182,448.5,2.92,107.5,120.0,COMPLETE,NONE,420.75,104.95476596755418,105.38794394214067,448.6587080518599,0.29775839591140996,2.920017397798438,0.0031625009422208477,107.5028068088779,0.14717327098464364,0.4452090449583333,120.0,119.32356055146144,12900.336817065348
184,1.036,51183,448.5,2.92,107.5,120.0,COMPLETE,NONE,421.25,102.95162286276134,103.11204037312034,448.65985204653384,0.29590248492204196,2.9199985355124882,0.002906921824827575,107.49914969820469,0.14214593691634786,0.4451960904583333,120.0,119.32413655377525,12899.897963784562
185,1.0375,51184,448.5,2.92,107.5,120.0,COMPLETE,NONE,422.0,104.05495015266824,104.27651008666535,448.64660062897036,0.27445006953550516,2.9199777024049207,0.0030597724258114426,107.49809952343234,0.15312842393783388,0.4452710720208334,120.0,119.31745536073655,12899.771942811882
186,1.039,51185,448.5,2.92,107.5,120.0,COMPLETE,NONE,421.75,103.23512206930481,103.05103262546565,448.65306469104854,0.28382586163405626,2.9199488292294395,0.0029398904770144892,107.49850007886273,0.15597569985582804,0.44520308408333337,120.0,119.32071417461323,12899.820009463529
187,1.0405,51186,448.5,2.92,107.5,120.0,COMPLETE,NONE,421.25,104.53466781201134,104.63741891723639,448.6647675862046,0.30039365408764185,2.919993822111389,0.0030456217611275283,107.49432585572276,0.14231790466407743,0.44506475885416663,120.0,119.3266142575376,12899.319102686732
188,1.042,51187,448.5,2.92,107.5,120.0,COMPLETE,NONE,421.75,104.25250966145462,104.56509118747557,448.6535215315822,0.2858750706986472,2.9200292215200165,0.0032702144235413834,107.50234752511707,0.14440659620818866,0.4452357457291667,120.0,119.32094478080913,12900.281703014049
189,1.0435,51188,448.5,2.92,107.5,120.0,COMPLETE,NONE,422.5,103.71721101103925,103.24548045255706,448.6468081128559,0.2798566964157507,2.920013385068607,0.003071439410628749,107.4922271415419,0.14903665612462083,0.44522090733333336,120.0,119.31756099847438,12899.067256985029
190,1.045,51189,448.5,2.92,107.5,120.0,COMPLETE,NONE,421.75,104.643110770687,104.77371729650832,448.6510387133614,0.2831202710036945,2.920005841473643,0.003086766658071683,107.49574878833187,0.14951354992355123,0.44522066810416666,120.0,119.31969324153,12899.489854599824
191,1.0465,51190,448.5,2.92,107.5,120.0,COMPLETE,NONE,423.5,104.80104708855497,104.91150405898105,448.6350349492804,0.26612613329798046,2.9200143961190013,0.0030386351454909726,107.49622870162517,0.15173513105007316,0.4452856561666667,120.0,119.31162645924361,12899.547444195021
192,1.048,51191,448.5,2.92,107.5,120.0,COMPLETE,NONE,422.5,105.24984185452777,105.54960668685304,448.65026808723485,0.2845112812141956,2.9200213345302912,0.003090264380441645,107.49992826164141,0.15299064723851127,0.4451991897083333,120.0,119.31930525131291,12899.99139139697
193,1.0495,51192,448.5,2.92,107.5,120.0,COMPLETE,NONE,422.75,104.69223978750357,104.67362287806218,448.64005352295936,0.26715174190439556,2.919999112277773,0.0030515980670840193,107.50275137098639,0.15987530840865274,0.4452856048333333,120.0,119.31415520788455,12900.330164518367
194,1.051,51193,448.5,2.92,107.5,120.0,COMPLETE,NONE,422.0,105.76494602155074,105.70168711987198,448.653118323302,0.2857230269966978,2.919990056044584,0.002929818147892158,107.50563422566842,0.152318699360091,0.44520320025,120.0,119.32074159235384,12900.67610708021
195,1.0525,51194,448.5,2.92,107.5,120.0,COMPLETE,NONE,423.25,105.86042535744981,105.84848054960025,448.63934212662366,0.26305682946654463,2.9199834340496027,0.002965705476083116,107.48897546288302,0.15794251167728127,0.44522939122916666,120.0,119.31379598451542,12898.677055545963
196,1.054,51195,448.5,2.92,107.5,120.0,COMPLETE,NONE,421.25,106.53444828006147,106.76548789751236,448.6527933014999,0.28174412891364486,2.9200225402230933,0.002978427203121623,107.49202121610027,0.15046588680703366,0.44523425618749995,120.0,119.32057700416163,12899.042545932032
197,1.0555,51196,448.5,2.92,107.5,120.0,COMPLETE,NONE,422.0,105.78468258425758,105.62045493966066,448.6476510292723,0.27929959798639803,2.920020091286827,0.0032443564842670847,107.50349484987784,0.14695137068294897,0.44523852033333333,120.0,119.31798558249454,12900.41938198534
198,1.057,51197,448.5,2.92,107.5,120.0,COMPLETE,NONE,422.5,105.29748741105168,105.69805748992589,448.6431921058242,0.27160333398107483,2.9200400896941745,0.0030297662084761254,107.50538401133508,0.15472323712018873,0.4452402256666667,120.0,119.31573743060451,12900.64608136021
199,1.0585,51198,448.5,2.92,107.5,120.0,COMPLETE,NONE,421.75,104.88153682464086,104.86109093236522,448.65182757006573,0.2948978157809175,2.9199955380946307,0.002933043312681709,107.49611939345529,0.149517735715904,0.44521004397916664,120.0,119.32009319372463,12899.534327214635
200,1.06,51199,448.5,2.92,107.5,120.0,COMPLETE,NONE,421.25,106.77625897121297,106.68591434320629,448.6568991247138,0.2876283232425012,2.9200179010969785,0.0031349609829143606,107.50868348164971,0.15471373996764975,0.4451896579375,120.0,119.32264694926602,12901.042017797965
201,1.0615,51200,448.5,2.92,107.5,120.0,COMPLETE,NONE,422.5,105.74027609717498,105.42297293918139,448.6517280909238,0.28420906393943485,2.9199901780445328,0.0032459996458248175,107.50388492489783,0.14382861862515162,0.4452084205208333,120.0,119.32004080986093,12900.46619098774
